@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
6923,'2017/05/31 10:47:16:180',20,636,0,3
6924,'2017/05/31 10:47:16:183',20,636,0,3
6925,'2017/05/31 10:47:16:203',20,636,0,3
6926,'2017/05/31 10:47:16:204',20,636,0,3
6927,'2017/05/31 10:47:16:213',20,636,0,3
6928,'2017/05/31 10:47:16:223',20,636,0,3
6929,'2017/05/31 10:47:16:233',20,636,0,3
6930,'2017/05/31 10:47:16:244',20,636,0,3
6931,'2017/05/31 10:47:16:253',20,636,0,3
6932,'2017/05/31 10:47:16:263',20,636,0,3
6933,'2017/05/31 10:47:16:273',20,636,0,3
6934,'2017/05/31 10:47:16:283',20,636,0,3
6935,'2017/05/31 10:47:16:293',20,636,0,3
6936,'2017/05/31 10:47:16:303',20,636,0,3
6937,'2017/05/31 10:47:16:313',20,636,0,3
6938,'2017/05/31 10:47:16:323',20,636,0,3
6939,'2017/05/31 10:47:16:333',20,636,0,3
6940,'2017/05/31 10:47:16:343',20,636,0,3
6941,'2017/05/31 10:47:16:353',20,636,0,3
6942,'2017/05/31 10:47:16:363',20,636,0,3
6943,'2017/05/31 10:47:16:380',20,636,0,3
6944,'2017/05/31 10:47:16:383',20,636,0,3
6945,'2017/05/31 10:47:16:404',20,636,0,3
6946,'2017/05/31 10:47:16:404',20,636,0,3
6947,'2017/05/31 10:47:16:413',20,636,0,3
6948,'2017/05/31 10:47:16:429',20,636,0,3
6949,'2017/05/31 10:47:16:433',20,636,0,3
6950,'2017/05/31 10:47:16:443',20,636,0,3
6951,'2017/05/31 10:47:16:453',20,636,0,3
6952,'2017/05/31 10:47:16:463',20,636,0,3
6953,'2017/05/31 10:47:16:473',20,636,0,3
6954,'2017/05/31 10:47:16:483',20,636,0,3
6955,'2017/05/31 10:47:16:493',20,636,0,3
6956,'2017/05/31 10:47:16:503',20,636,0,3
6957,'2017/05/31 10:47:16:513',20,636,0,3
6958,'2017/05/31 10:47:16:523',20,636,0,3
6959,'2017/05/31 10:47:16:533',20,636,0,3
6960,'2017/05/31 10:47:16:543',20,636,0,3
6961,'2017/05/31 10:47:16:555',20,636,0,3
6962,'2017/05/31 10:47:16:563',20,636,0,3
6963,'2017/05/31 10:47:16:587',20,636,0,3
6964,'2017/05/31 10:47:16:587',20,636,0,3
6965,'2017/05/31 10:47:16:593',20,636,0,3
6966,'2017/05/31 10:47:16:603',20,636,0,3
6967,'2017/05/31 10:47:16:621',20,636,0,3
6968,'2017/05/31 10:47:16:623',20,636,0,3
6969,'2017/05/31 10:47:16:633',20,636,0,3
6970,'2017/05/31 10:47:16:645',20,636,0,3
6971,'2017/05/31 10:47:16:653',20,636,0,3
6972,'2017/05/31 10:47:16:664',20,636,0,3
6973,'2017/05/31 10:47:16:673',20,636,0,3
6974,'2017/05/31 10:47:16:683',20,636,0,3
6975,'2017/05/31 10:47:16:693',20,636,0,3
6976,'2017/05/31 10:47:16:703',20,636,0,3
6977,'2017/05/31 10:47:16:713',20,636,0,3
6978,'2017/05/31 10:47:16:723',20,636,0,3
6979,'2017/05/31 10:47:16:733',20,636,0,3
6980,'2017/05/31 10:47:16:743',20,636,0,3
6981,'2017/05/31 10:47:16:753',20,636,0,3
6982,'2017/05/31 10:47:16:763',20,636,0,3
6983,'2017/05/31 10:47:16:782',20,636,0,3
6984,'2017/05/31 10:47:16:783',20,636,0,3
6985,'2017/05/31 10:47:16:793',20,636,0,3
6986,'2017/05/31 10:47:16:803',20,636,0,3
6987,'2017/05/31 10:47:16:818',20,636,0,3
6988,'2017/05/31 10:47:16:823',20,636,0,3
6989,'2017/05/31 10:47:16:833',20,636,0,3
6990,'2017/05/31 10:47:16:843',20,636,0,3
6991,'2017/05/31 10:47:16:853',20,636,0,3
6992,'2017/05/31 10:47:16:863',20,636,0,3
6993,'2017/05/31 10:47:16:873',20,636,0,3
6994,'2017/05/31 10:47:16:883',20,636,0,3
6995,'2017/05/31 10:47:16:893',20,636,0,3
6996,'2017/05/31 10:47:16:903',20,636,0,3
6997,'2017/05/31 10:47:16:913',20,636,0,3
6998,'2017/05/31 10:47:16:923',20,636,0,3
6999,'2017/05/31 10:47:16:933',20,636,0,3
7000,'2017/05/31 10:47:16:943',20,636,0,3
7001,'2017/05/31 10:47:16:953',20,636,0,3
7002,'2017/05/31 10:47:16:963',20,636,0,3
7003,'2017/05/31 10:47:16:982',20,636,0,3
7004,'2017/05/31 10:47:16:984',20,636,0,3
7005,'2017/05/31 10:47:16:993',20,636,0,3
7006,'2017/05/31 10:47:17:003',20,636,0,3
7007,'2017/05/31 10:47:17:019',20,636,0,3
7008,'2017/05/31 10:47:17:023',20,636,0,3
7009,'2017/05/31 10:47:17:033',20,636,0,3
7010,'2017/05/31 10:47:17:043',20,636,0,3
7011,'2017/05/31 10:47:17:053',20,636,0,3
7012,'2017/05/31 10:47:17:063',20,636,0,3
7013,'2017/05/31 10:47:17:074',20,636,0,3
7014,'2017/05/31 10:47:17:083',20,636,0,3
7015,'2017/05/31 10:47:17:093',20,636,0,3
7016,'2017/05/31 10:47:17:103',20,636,0,3
7017,'2017/05/31 10:47:17:113',20,636,0,3
7018,'2017/05/31 10:47:17:123',20,636,0,3
7019,'2017/05/31 10:47:17:133',20,636,0,3
7020,'2017/05/31 10:47:17:143',20,636,0,3
7021,'2017/05/31 10:47:17:153',20,636,0,3
7022,'2017/05/31 10:47:17:163',20,636,0,3
7023,'2017/05/31 10:47:17:187',20,636,0,3
7024,'2017/05/31 10:47:17:187',20,636,0,3
7025,'2017/05/31 10:47:17:193',20,636,0,3
7026,'2017/05/31 10:47:17:203',20,636,0,3
7027,'2017/05/31 10:47:17:223',20,636,0,3
7028,'2017/05/31 10:47:17:223',20,636,0,3
7029,'2017/05/31 10:47:17:233',20,636,0,3
7030,'2017/05/31 10:47:17:244',20,636,0,3
7031,'2017/05/31 10:47:17:253',20,636,0,3
7032,'2017/05/31 10:47:17:265',20,636,0,3
7033,'2017/05/31 10:47:17:273',20,636,0,3
7034,'2017/05/31 10:47:17:283',20,636,0,3
7035,'2017/05/31 10:47:17:294',20,636,0,3
7036,'2017/05/31 10:47:17:303',20,636,0,3
7037,'2017/05/31 10:47:17:313',20,636,0,3
7038,'2017/05/31 10:47:17:324',20,636,0,3
7039,'2017/05/31 10:47:17:333',20,636,0,3
7040,'2017/05/31 10:47:17:343',20,636,0,3
7041,'2017/05/31 10:47:17:356',20,636,0,3
7042,'2017/05/31 10:47:17:363',20,636,0,3
7043,'2017/05/31 10:47:17:387',20,636,0,3
7044,'2017/05/31 10:47:17:387',20,636,0,3
7045,'2017/05/31 10:47:17:393',20,636,0,3
7046,'2017/05/31 10:47:17:403',20,636,0,3
7047,'2017/05/31 10:47:17:422',20,636,0,3
7048,'2017/05/31 10:47:17:424',20,636,0,3
7049,'2017/05/31 10:47:17:433',20,636,0,3
7050,'2017/05/31 10:47:17:444',20,636,0,3
7051,'2017/05/31 10:47:17:453',20,636,0,3
7052,'2017/05/31 10:47:17:463',20,636,0,3
7053,'2017/05/31 10:47:17:473',20,636,0,3
7054,'2017/05/31 10:47:17:483',20,636,0,3
7055,'2017/05/31 10:47:17:493',20,636,0,3
7056,'2017/05/31 10:47:17:503',20,636,0,3
7057,'2017/05/31 10:47:17:513',20,636,0,3
7058,'2017/05/31 10:47:17:523',20,636,0,3
7059,'2017/05/31 10:47:17:533',20,636,0,3
7060,'2017/05/31 10:47:17:543',20,636,0,3
7061,'2017/05/31 10:47:17:553',20,636,0,3
7062,'2017/05/31 10:47:17:563',20,636,0,3
7063,'2017/05/31 10:47:17:579',20,636,0,3
7064,'2017/05/31 10:47:17:583',20,636,0,3
7065,'2017/05/31 10:47:17:593',20,636,0,3
7066,'2017/05/31 10:47:17:603',20,636,0,3
7067,'2017/05/31 10:47:17:620',20,636,0,3
7068,'2017/05/31 10:47:17:625',20,636,0,3
7069,'2017/05/31 10:47:17:633',20,636,0,3
7070,'2017/05/31 10:47:17:643',20,636,0,3
7071,'2017/05/31 10:47:17:653',20,636,0,3
7072,'2017/05/31 10:47:17:664',20,636,0,3
7073,'2017/05/31 10:47:17:673',20,636,0,3
7074,'2017/05/31 10:47:17:683',20,636,0,3
7075,'2017/05/31 10:47:17:693',20,636,0,3
7076,'2017/05/31 10:47:17:703',20,636,0,3
7077,'2017/05/31 10:47:17:714',20,636,0,3
7078,'2017/05/31 10:47:17:723',20,636,0,3
7079,'2017/05/31 10:47:17:733',20,636,0,3
7080,'2017/05/31 10:47:17:745',20,636,0,3
7081,'2017/05/31 10:47:17:753',20,636,0,3
7082,'2017/05/31 10:47:17:763',20,636,0,3
7083,'2017/05/31 10:47:17:780',20,636,0,3
7084,'2017/05/31 10:47:17:783',20,636,0,3
7085,'2017/05/31 10:47:17:806',20,636,0,3
7086,'2017/05/31 10:47:17:807',20,636,0,3
7087,'2017/05/31 10:47:17:813',20,636,0,3
7088,'2017/05/31 10:47:17:828',20,636,0,3
7089,'2017/05/31 10:47:17:833',20,636,0,3
7090,'2017/05/31 10:47:17:843',20,636,0,3
7091,'2017/05/31 10:47:17:853',20,636,0,3
7092,'2017/05/31 10:47:17:863',20,636,0,3
7093,'2017/05/31 10:47:17:873',20,636,0,3
7094,'2017/05/31 10:47:17:883',20,636,0,3
7095,'2017/05/31 10:47:17:893',20,636,0,3
7096,'2017/05/31 10:47:17:904',20,636,0,3
7097,'2017/05/31 10:47:17:913',20,636,0,3
7098,'2017/05/31 10:47:17:923',20,636,0,3
7099,'2017/05/31 10:47:17:933',20,636,0,3
7100,'2017/05/31 10:47:17:943',20,636,0,3
7101,'2017/05/31 10:47:17:953',20,636,0,3
7102,'2017/05/31 10:47:17:964',20,636,0,3
7103,'2017/05/31 10:47:17:985',20,636,0,3
7104,'2017/05/31 10:47:17:986',20,636,0,3
7105,'2017/05/31 10:47:17:993',20,636,0,3
7106,'2017/05/31 10:47:18:003',20,636,0,3
7107,'2017/05/31 10:47:18:020',20,636,0,3
7108,'2017/05/31 10:47:18:023',20,636,0,3
7109,'2017/05/31 10:47:18:033',20,636,0,3
7110,'2017/05/31 10:47:18:043',20,636,0,3
7111,'2017/05/31 10:47:18:053',20,636,0,3
7112,'2017/05/31 10:47:18:063',20,636,0,3
7113,'2017/05/31 10:47:18:073',20,636,0,3
7114,'2017/05/31 10:47:18:083',20,636,0,3
7115,'2017/05/31 10:47:18:093',20,636,0,3
7116,'2017/05/31 10:47:18:103',20,636,0,3
7117,'2017/05/31 10:47:18:113',20,636,0,3
7118,'2017/05/31 10:47:18:123',20,636,0,3
7119,'2017/05/31 10:47:18:133',20,636,0,3
7120,'2017/05/31 10:47:18:143',20,636,0,3
7121,'2017/05/31 10:47:18:153',20,636,0,3
7122,'2017/05/31 10:47:18:163',20,636,0,3
7123,'2017/05/31 10:47:18:179',20,636,0,3
7124,'2017/05/31 10:47:18:183',20,636,0,3
7125,'2017/05/31 10:47:18:193',20,636,0,3
7126,'2017/05/31 10:47:18:203',20,636,0,3
7127,'2017/05/31 10:47:18:220',20,636,0,3
7128,'2017/05/31 10:47:18:223',20,636,0,3
7129,'2017/05/31 10:47:18:233',20,636,0,3
7130,'2017/05/31 10:47:18:243',20,636,0,3
7131,'2017/05/31 10:47:18:253',20,636,0,3
7132,'2017/05/31 10:47:18:263',20,636,0,3
7133,'2017/05/31 10:47:18:273',20,636,0,3
7134,'2017/05/31 10:47:18:283',20,636,0,3
7135,'2017/05/31 10:47:18:293',20,636,0,3
7136,'2017/05/31 10:47:18:303',20,636,0,3
7137,'2017/05/31 10:47:18:313',20,636,0,3
7138,'2017/05/31 10:47:18:323',20,636,0,3
7139,'2017/05/31 10:47:18:333',20,636,0,3
7140,'2017/05/31 10:47:18:345',20,636,0,3
7141,'2017/05/31 10:47:18:353',20,636,0,3
7142,'2017/05/31 10:47:18:363',20,636,0,3
7143,'2017/05/31 10:47:18:381',20,636,0,3
7144,'2017/05/31 10:47:18:383',20,636,0,3
7145,'2017/05/31 10:47:18:393',20,636,0,3
7146,'2017/05/31 10:47:18:403',20,636,0,3
7147,'2017/05/31 10:47:18:420',20,636,0,3
7148,'2017/05/31 10:47:18:423',20,636,0,3
7149,'2017/05/31 10:47:18:433',20,636,0,3
7150,'2017/05/31 10:47:18:443',20,636,0,3
7151,'2017/05/31 10:47:18:453',20,636,0,3
7152,'2017/05/31 10:47:18:463',20,636,0,3
7153,'2017/05/31 10:47:18:475',20,636,0,3
7154,'2017/05/31 10:47:18:483',20,636,0,3
7155,'2017/05/31 10:47:18:493',20,636,0,3
7156,'2017/05/31 10:47:18:505',20,636,0,3
7157,'2017/05/31 10:47:18:513',20,636,0,3
7158,'2017/05/31 10:47:18:523',20,636,0,3
7159,'2017/05/31 10:47:18:534',20,636,0,3
7160,'2017/05/31 10:47:18:543',20,636,0,3
7161,'2017/05/31 10:47:18:553',20,636,0,3
7162,'2017/05/31 10:47:18:563',20,636,0,3
7163,'2017/05/31 10:47:18:582',20,636,0,3
7164,'2017/05/31 10:47:18:584',20,636,0,3
7165,'2017/05/31 10:47:18:593',20,636,0,3
7166,'2017/05/31 10:47:18:603',20,636,0,3
7167,'2017/05/31 10:47:18:620',20,636,0,3
7168,'2017/05/31 10:47:18:624',20,636,0,3
7169,'2017/05/31 10:47:18:633',20,636,0,3
7170,'2017/05/31 10:47:18:643',20,636,0,3
7171,'2017/05/31 10:47:18:654',20,636,0,3
7172,'2017/05/31 10:47:18:663',20,636,0,3
7173,'2017/05/31 10:47:18:673',20,636,0,3
7174,'2017/05/31 10:47:18:683',20,636,0,3
7175,'2017/05/31 10:47:18:693',20,636,0,3
7176,'2017/05/31 10:47:18:703',20,636,0,3
7177,'2017/05/31 10:47:18:714',20,636,0,3
7178,'2017/05/31 10:47:18:723',20,636,0,3
7179,'2017/05/31 10:47:18:733',20,636,0,3
7180,'2017/05/31 10:47:18:743',20,636,0,3
7181,'2017/05/31 10:47:18:753',20,636,0,3
7182,'2017/05/31 10:47:18:763',20,636,0,3
7183,'2017/05/31 10:47:18:780',20,636,0,3
7184,'2017/05/31 10:47:18:783',20,636,0,3
7185,'2017/05/31 10:47:18:793',20,636,0,3
7186,'2017/05/31 10:47:18:803',20,636,0,3
7187,'2017/05/31 10:47:18:819',20,636,0,3
7188,'2017/05/31 10:47:18:824',20,636,0,3
7189,'2017/05/31 10:47:18:833',20,636,0,3
7190,'2017/05/31 10:47:18:843',20,636,0,3
7191,'2017/05/31 10:47:18:853',20,636,0,3
7192,'2017/05/31 10:47:18:863',20,636,0,3
7193,'2017/05/31 10:47:18:873',20,636,0,3
7194,'2017/05/31 10:47:18:883',20,636,0,3
7195,'2017/05/31 10:47:18:893',20,636,0,3
7196,'2017/05/31 10:47:18:906',20,636,0,3
7197,'2017/05/31 10:47:18:913',20,636,0,3
7198,'2017/05/31 10:47:18:923',20,636,0,3
7199,'2017/05/31 10:47:18:933',20,636,0,3
7200,'2017/05/31 10:47:18:943',20,636,0,3
7201,'2017/05/31 10:47:18:953',20,636,0,3
7202,'2017/05/31 10:47:18:963',20,636,0,3
7203,'2017/05/31 10:47:18:986',20,636,0,3
7204,'2017/05/31 10:47:18:986',20,636,0,3
7205,'2017/05/31 10:47:18:993',20,636,0,3
7206,'2017/05/31 10:47:19:018',20,636,0,3
7207,'2017/05/31 10:47:19:018',20,636,0,3
7208,'2017/05/31 10:47:19:026',20,636,0,3
7209,'2017/05/31 10:47:19:033',20,636,0,3
7210,'2017/05/31 10:47:19:043',20,636,0,3
7211,'2017/05/31 10:47:19:053',20,636,0,3
7212,'2017/05/31 10:47:19:063',20,636,0,3
7213,'2017/05/31 10:47:19:073',20,636,0,3
7214,'2017/05/31 10:47:19:083',20,636,0,3
7215,'2017/05/31 10:47:19:093',20,636,0,3
7216,'2017/05/31 10:47:19:103',20,636,0,3
7217,'2017/05/31 10:47:19:113',20,636,0,3
7218,'2017/05/31 10:47:19:123',20,636,0,3
7219,'2017/05/31 10:47:19:133',20,636,0,3
7220,'2017/05/31 10:47:19:143',20,636,0,3
7221,'2017/05/31 10:48:05:463',21,629,-2.956811,1
7222,'2017/05/31 10:48:05:463',21,629,-2.956811,1
7223,'2017/05/31 10:48:05:490',21,629,-2.996689,1
7224,'2017/05/31 10:48:05:490',21,629,-3.112211,1
7225,'2017/05/31 10:48:05:492',21,629,-3.226974,1
7226,'2017/05/31 10:48:05:518',21,629,-3.340984,1
7227,'2017/05/31 10:48:05:518',21,636,-3.454248,1
7228,'2017/05/31 10:48:05:522',21,636,-3.566775,1
7229,'2017/05/31 10:48:05:558',21,636,-3.655844,1
7230,'2017/05/31 10:48:05:558',21,636,-3.744337,1
7231,'2017/05/31 10:48:05:559',21,636,-3.822581,1
7232,'2017/05/31 10:48:05:562',21,613,-3.900321,1
7233,'2017/05/31 10:48:05:576',21,613,-3.939103,1
7234,'2017/05/31 10:48:05:592',21,613,-4.051118,1
7235,'2017/05/31 10:48:05:592',21,613,-4.16242,1
7236,'2017/05/31 10:48:05:610',21,613,-4.28254,1
7237,'2017/05/31 10:48:05:612',21,610,-4.401899,1
7238,'2017/05/31 10:48:05:622',21,610,-4.520505,1
7239,'2017/05/31 10:48:05:636',21,610,-4.647799,1
7240,'2017/05/31 10:48:05:642',21,610,-4.774295,1
7241,'2017/05/31 10:48:05:653',21,610,-4.9,1
7242,'2017/05/31 10:48:05:663',21,626,-5.024922,1
7243,'2017/05/31 10:48:05:672',21,626,-5.149068,1
7244,'2017/05/31 10:48:05:691',21,626,-5.22291,1
7245,'2017/05/31 10:48:05:692',21,626,-5.296296,1
7246,'2017/05/31 10:48:05:708',21,626,-5.381538,1
7247,'2017/05/31 10:48:05:712',21,642,-5.466258,1
7248,'2017/05/31 10:48:05:747',21,642,-5.550459,1
7249,'2017/05/31 10:48:05:747',21,642,-5.585366,1
7250,'2017/05/31 10:48:05:747',21,642,-5.620061,1
7251,'2017/05/31 10:48:05:752',21,642,-5.642424,1
7252,'2017/05/31 10:48:05:762',21,642,-5.664652,1
7253,'2017/05/31 10:48:05:772',21,642,-5.686747,1
7254,'2017/05/31 10:48:05:782',21,642,-5.708709,1
7255,'2017/05/31 10:48:05:792',21,642,-5.730539,1
7256,'2017/05/31 10:48:05:802',21,642,-5.713433,1
7257,'2017/05/31 10:48:05:821',21,642,-5.696429,1
7258,'2017/05/31 10:48:05:822',21,642,-5.661721,1
7259,'2017/05/31 10:48:05:832',21,642,-5.627219,1
7260,'2017/05/31 10:48:05:848',21,642,-5.59292,1
7261,'2017/05/31 10:48:05:852',21,642,-5.579412,1
7262,'2017/05/31 10:48:05:862',21,639,-5.565982,1
7263,'2017/05/31 10:48:05:877',21,639,-5.552631,1
7264,'2017/05/31 10:48:05:897',21,639,-5.548105,1
7265,'2017/05/31 10:48:05:897',21,639,-5.543605,1
7266,'2017/05/31 10:48:05:902',21,639,-5.556522,1
7267,'2017/05/31 10:48:05:912',21,639,-5.569364,1
7268,'2017/05/31 10:48:05:938',21,639,-5.599423,1
7269,'2017/05/31 10:48:05:938',21,639,-5.599423,1
7270,'2017/05/31 10:48:05:942',21,639,-5.62931,1
7271,'2017/05/31 10:48:05:960',21,639,-5.659026,1
7272,'2017/05/31 10:48:05:962',21,636,-5.717949,1
7273,'2017/05/31 10:48:05:975',21,636,-5.747159,1
7274,'2017/05/31 10:48:05:982',21,636,-5.784703,1
7275,'2017/05/31 10:48:05:992',21,636,-5.822034,1
7276,'2017/05/31 10:48:06:008',21,636,-5.859155,1
7277,'2017/05/31 10:48:06:012',21,629,-5.896068,1
7278,'2017/05/31 10:48:06:022',21,629,-5.932773,1
7279,'2017/05/31 10:48:06:032',21,629,-5.988827,1
7280,'2017/05/31 10:48:06:043',21,629,-6.044568,1
7281,'2017/05/31 10:48:06:052',21,629,-6.1,1
7282,'2017/05/31 10:48:06:062',21,613,-6.155125,1
7283,'2017/05/31 10:48:06:077',21,613,-6.243094,1
7284,'2017/05/31 10:48:06:097',21,613,-6.374656,1
7285,'2017/05/31 10:48:06:097',21,613,-6.505495,1
7286,'2017/05/31 10:48:06:102',21,613,-6.635616,1
7287,'2017/05/31 10:48:06:112',21,633,-6.765028,1
7288,'2017/05/31 10:48:06:138',21,633,-6.861035,1
7289,'2017/05/31 10:48:06:138',21,633,-6.902174,1
7290,'2017/05/31 10:48:06:142',21,633,-6.943089,1
7291,'2017/05/31 10:48:06:159',21,633,-6.975676,1
7292,'2017/05/31 10:48:06:162',21,636,-7.008086,1
7293,'2017/05/31 10:48:06:174',21,636,-7.040323,1
7294,'2017/05/31 10:48:06:182',21,636,-7.064343,1
7295,'2017/05/31 10:48:06:192',21,636,-7.088235,1
7296,'2017/05/31 10:48:06:207',21,636,-7.112,1
7297,'2017/05/31 10:48:06:212',21,633,-7.135638,1
7298,'2017/05/31 10:48:06:222',21,633,-7.190981,1
7299,'2017/05/31 10:48:06:241',21,633,-7.253968,1
7300,'2017/05/31 10:48:06:242',21,633,-7.316623,1
7301,'2017/05/31 10:48:06:252',21,633,-7.378947,1
7302,'2017/05/31 10:48:06:262',21,629,-7.440945,1
7303,'2017/05/31 10:48:06:272',21,629,-7.52356,1
7304,'2017/05/31 10:48:06:298',21,629,-7.616188,1
7305,'2017/05/31 10:48:06:298',21,629,-7.708333,1
7306,'2017/05/31 10:48:06:302',21,629,-7.8,1
7307,'2017/05/31 10:48:06:312',21,629,-7.891191,1
7308,'2017/05/31 10:48:06:341',21,629,-7.981912,1
7309,'2017/05/31 10:48:06:341',21,629,-8.072165,1
7310,'2017/05/31 10:48:06:342',21,629,-8.161954,1
7311,'2017/05/31 10:48:06:359',21,629,-8.251282,1
7312,'2017/05/31 10:48:06:362',21,636,-8.340154,1
7313,'2017/05/31 10:48:06:374',21,636,-8.392858,1
7314,'2017/05/31 10:48:06:382',21,636,-8.427481,1
7315,'2017/05/31 10:48:06:397',21,636,-8.461929,1
7316,'2017/05/31 10:48:06:402',21,636,-8.481012,1
7317,'2017/05/31 10:48:06:412',21,636,-8.5,1
7318,'2017/05/31 10:48:06:427',21,636,-8.503778,1
7319,'2017/05/31 10:48:06:432',21,636,-8.507538,1
7320,'2017/05/31 10:48:06:442',21,636,-8.511278,1
7321,'2017/05/31 10:48:06:453',21,636,-8.515,1
7322,'2017/05/31 10:48:06:462',21,636,-8.518703,1
7323,'2017/05/31 10:48:06:472',21,639,-8.40796,1
7324,'2017/05/31 10:48:06:490',21,639,-8.297767,1
7325,'2017/05/31 10:48:06:492',21,639,-8.180693,1
7326,'2017/05/31 10:48:06:524',21,639,-8.064198,1
7327,'2017/05/31 10:48:06:524',21,639,-7.948276,1
7328,'2017/05/31 10:48:06:524',21,642,-7.867322,1
7329,'2017/05/31 10:48:06:542',21,642,-7.867322,1
7330,'2017/05/31 10:48:06:543',21,642,-7.786765,1
7331,'2017/05/31 10:48:06:552',21,642,-7.699266,1
7332,'2017/05/31 10:48:06:567',21,642,-7.540146,1
7333,'2017/05/31 10:48:06:572',21,633,-7.356796,1
7334,'2017/05/31 10:48:06:582',21,633,-7.174334,1
7335,'2017/05/31 10:48:06:598',21,633,-7.014493,1
7336,'2017/05/31 10:48:06:602',21,633,-6.855422,1
7337,'2017/05/31 10:48:06:612',21,633,-6.697115,1
7338,'2017/05/31 10:48:06:624',21,633,-6.52518,1
7339,'2017/05/31 10:48:06:632',21,633,-6.354067,1
7340,'2017/05/31 10:48:06:642',21,633,-6.183771,1
7341,'2017/05/31 10:48:06:653',21,633,-6.014286,1
7342,'2017/05/31 10:48:06:662',21,633,-5.845606,1
7343,'2017/05/31 10:48:06:680',21,633,-5.753554,1
7344,'2017/05/31 10:48:06:682',21,633,-5.661939,1
7345,'2017/05/31 10:48:06:692',21,633,-5.570755,1
7346,'2017/05/31 10:48:06:715',21,633,-5.48,1
7347,'2017/05/31 10:48:06:715',21,633,-5.389671,1
7348,'2017/05/31 10:48:06:722',21,633,-5.374707,1
7349,'2017/05/31 10:48:06:755',21,633,-5.359813,1
7350,'2017/05/31 10:48:06:755',21,633,-5.344988,1
7351,'2017/05/31 10:48:06:755',21,633,-5.330233,1
7352,'2017/05/31 10:48:06:762',21,633,-5.315545,1
7353,'2017/05/31 10:48:06:779',21,633,-5.300926,1
7354,'2017/05/31 10:48:06:782',21,633,-5.286374,1
7355,'2017/05/31 10:48:06:797',21,633,-5.271889,1
7356,'2017/05/31 10:48:06:802',21,633,-5.257471,1
7357,'2017/05/31 10:48:06:812',21,633,-5.25,1
7358,'2017/05/31 10:48:06:822',21,636,-5.242563,1
7359,'2017/05/31 10:48:06:832',21,636,-5.23516,1
7360,'2017/05/31 10:48:06:842',21,636,-5.220957,1
7361,'2017/05/31 10:48:06:852',21,636,-5.206818,1
7362,'2017/05/31 10:48:06:865',21,636,-5.192744,1
7363,'2017/05/31 10:48:06:872',21,645,-5.165158,1
7364,'2017/05/31 10:48:06:897',21,645,-5.137698,1
7365,'2017/05/31 10:48:06:897',21,645,-5.09009,1
7366,'2017/05/31 10:48:06:902',21,645,-5.042696,1
7367,'2017/05/31 10:48:06:912',21,645,-4.988789,1
7368,'2017/05/31 10:48:06:939',21,652,-4.935123,1
7369,'2017/05/31 10:48:06:939',21,652,-4.935123,1
7370,'2017/05/31 10:48:06:942',21,652,-4.866071,1
7371,'2017/05/31 10:48:06:961',21,652,-4.797328,1
7372,'2017/05/31 10:48:06:962',21,652,-4.660754,1
7373,'2017/05/31 10:48:06:974',21,649,-4.579646,1
7374,'2017/05/31 10:48:06:982',21,649,-4.498896,1
7375,'2017/05/31 10:48:06:998',21,649,-4.42511,1
7376,'2017/05/31 10:48:07:002',21,649,-4.351648,1
7377,'2017/05/31 10:48:07:012',21,649,-4.278509,1
7378,'2017/05/31 10:48:07:027',21,642,-4.175055,1
7379,'2017/05/31 10:48:07:032',21,642,-4.072052,1
7380,'2017/05/31 10:48:07:042',21,642,-3.98475,1
7381,'2017/05/31 10:48:07:057',21,642,-3.897826,1
7382,'2017/05/31 10:48:07:062',21,642,-3.798265,1
7383,'2017/05/31 10:48:07:081',21,639,-3.62987,1
7384,'2017/05/31 10:48:07:082',21,639,-3.462203,1
7385,'2017/05/31 10:48:07:092',21,639,-3.301724,1
7386,'2017/05/31 10:48:07:115',21,639,-3.141936,1
7387,'2017/05/31 10:48:07:115',21,639,-2.995708,1
7388,'2017/05/31 10:48:07:122',21,642,-2.93576,1
7389,'2017/05/31 10:48:07:156',21,642,-2.876068,1
7390,'2017/05/31 10:48:07:156',21,642,-2.810235,1
7391,'2017/05/31 10:48:07:156',21,642,-2.744681,1
7392,'2017/05/31 10:48:07:162',21,642,-2.679405,1
7393,'2017/05/31 10:48:07:174',21,645,-2.627119,1
7394,'2017/05/31 10:48:07:192',21,645,-2.575053,1
7395,'2017/05/31 10:48:07:193',21,645,-2.516878,1
7396,'2017/05/31 10:48:07:202',21,645,-2.458947,1
7397,'2017/05/31 10:48:07:213',21,645,-2.388655,1
7398,'2017/05/31 10:48:07:222',21,652,-2.30608,1
7399,'2017/05/31 10:48:07:232',21,652,-2.223849,1
7400,'2017/05/31 10:48:07:243',21,652,-2.127349,1
7401,'2017/05/31 10:48:07:252',21,652,-2.03125,1
7402,'2017/05/31 10:48:07:267',21,652,-1.927235,1
7403,'2017/05/31 10:48:07:272',21,658,-1.807054,1
7404,'2017/05/31 10:48:07:299',21,658,-1.687371,1
7405,'2017/05/31 10:48:07:299',21,658,-1.555785,1
7406,'2017/05/31 10:48:07:302',21,658,-1.424742,1
7407,'2017/05/31 10:48:07:312',21,658,-1.294239,1
7408,'2017/05/31 10:48:07:339',21,658,-1.164271,1
